Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Cargo_Risk,Estimated_Loss
1545,Individual,0,Nairobi,2545,Electronics,407982.93,1708.38,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2129), np.float64(36.915))",0,7504.27,Theft,Warehouse,2022-05-08,High,213749.47
1546,Business,1,Nairobi,2546,Alcohol,61324.07,4344.15,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2821), np.float64(36.9081))",0,10483.42,Accident,Border,2022-09-16,Low,25728.75
1547,Individual,0,Kampala,2547,Electronics,98271.54,3496.3,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2164), np.float64(36.8481))",0,414.25,Fraud,Warehouse,2022-10-07,Low,15571.21
1548,Business,1,Kampala,2548,Electronics,361625.79,4299.01,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2391), np.float64(36.9092))",1,14448.15,Accident,Transit,2022-08-24,High,338728.48
1549,Business,0,Kampala,2549,Alcohol,286342.38,852.41,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.1953), np.float64(36.8929))",1,9374.96,Accident,Transit,2022-12-22,Medium,126373.41
1550,Business,0,Nairobi,2550,Electronics,388340.73,3056.56,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2424), np.float64(36.9171))",1,13232.92,Accident,Warehouse,2022-06-01,High,324806.25
1551,Individual,1,Kampala,2551,Alcohol,177896.89,1607.8,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2825), np.float64(36.8737))",1,17872.36,Theft,Transit,2022-08-13,Medium,146915.64
1552,Individual,1,Kampala,2552,Machinery,274299.35,1510.01,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.1966), np.float64(36.8716))",1,5985.53,Fraud,Warehouse,2022-06-24,Medium,74440.85
1553,Business,0,Kampala,2553,Machinery,172161.15,4749.23,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.282), np.float64(36.852))",1,161.15,Fraud,Border,2022-01-11,Medium,60191.29
1554,Business,1,Arusha,2554,Clothing,172818.63,2545.2,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2561), np.float64(36.8343))",1,17938.22,Fraud,Border,2022-10-29,Medium,80869.52
1555,Business,0,Arusha,2555,Clothing,369166.9,185.05,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2849), np.float64(36.9084))",1,6253.95,Theft,Border,2022-03-25,High,232416.59
1556,Business,1,Kampala,2556,Alcohol,141286.87,158.81,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.198), np.float64(36.8454))",0,15878.68,Accident,Transit,2022-02-03,Medium,88646.89
1557,Business,1,Nairobi,2557,Electronics,111449.99,2316.32,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2402), np.float64(36.8398))",0,14338.47,Accident,Warehouse,2022-01-19,Medium,95863.45
1558,Business,0,Kampala,2558,Clothing,84355.01,4255.83,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2551), np.float64(36.8236))",1,13350.72,Theft,Transit,2022-08-16,Low,44094.16
1559,Individual,1,Nairobi,2559,Machinery,447575.62,550.17,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2172), np.float64(36.8874))",0,13295.01,Theft,Warehouse,2022-06-18,High,442373.89
1560,Business,1,Arusha,2560,Machinery,432319.0,3705.38,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.257), np.float64(36.9012))",0,11279.92,Theft,Transit,2022-03-27,High,332375.28
1561,Business,1,Arusha,2561,Clothing,428467.85,1451.95,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2607), np.float64(36.8747))",1,17578.54,Accident,Warehouse,2022-09-04,High,401522.85
1562,Business,1,Kampala,2562,Clothing,288068.48,2065.65,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2847), np.float64(36.8459))",0,2376.62,Fraud,Border,2022-11-28,Medium,129766.43
1563,Business,1,Arusha,2563,Clothing,73312.3,4275.38,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2392), np.float64(36.8574))",0,9282.29,Fraud,Warehouse,2022-09-20,Low,26806.55
1564,Business,0,Kampala,2564,Machinery,171042.65,1664.31,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2672), np.float64(36.8882))",0,11804.29,Accident,Border,2022-09-05,Medium,75852.4
1565,Individual,1,Kampala,2565,Clothing,114272.7,3963.71,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.235), np.float64(36.8964))",0,4686.55,Accident,Transit,2022-02-24,Medium,68587.8
1566,Business,1,Nairobi,2566,Electronics,126047.73,4127.19,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2057), np.float64(36.9083))",0,18297.64,Fraud,Warehouse,2022-05-08,Medium,84134.55
1567,Individual,1,Nairobi,2567,Electronics,474209.14,3373.32,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2437), np.float64(36.9012))",1,4768.88,Theft,Warehouse,2022-06-08,High,423427.01
1568,Business,1,Arusha,2568,Clothing,407336.47,4530.17,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2609), np.float64(36.8306))",0,2731.21,Fraud,Border,2022-02-25,High,455156.87
1569,Business,1,Arusha,2569,Machinery,215870.75,3414.65,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.262), np.float64(36.9078))",1,156.76,Accident,Transit,2022-03-29,Medium,133180.3
1570,Individual,1,Kigali,2570,Clothing,141361.12,4070.39,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.1999), np.float64(36.851))",1,19468.73,Theft,Border,2022-06-01,Medium,104691.78
1571,Business,1,Kampala,2571,Clothing,467158.0,857.2,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2866), np.float64(36.8548))",1,4824.16,Accident,Warehouse,2022-07-04,High,482963.57
1572,Individual,0,Kampala,2572,Clothing,323843.08,3676.48,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2152), np.float64(36.84))",0,6671.09,Theft,Transit,2022-03-24,High,465292.19
1573,Individual,1,Arusha,2573,Machinery,462539.59,3164.61,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2241), np.float64(36.8556))",0,19952.51,Accident,Transit,2022-10-03,High,345963.05
1574,Individual,1,Nairobi,2574,Electronics,370510.45,131.25,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.25), np.float64(36.8781))",0,1910.48,Fraud,Warehouse,2022-02-11,High,279883.17
1575,Individual,1,Nairobi,2575,Machinery,135099.3,4966.68,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.286), np.float64(36.9035))",1,1798.54,Fraud,Transit,2022-08-01,Medium,124053.11
1576,Individual,0,Arusha,2576,Alcohol,170455.71,1815.02,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2265), np.float64(36.8384))",0,5923.04,Accident,Transit,2022-07-22,Medium,139572.32
1577,Individual,1,Arusha,2577,Alcohol,189402.31,407.54,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2904), np.float64(36.9013))",0,14748.73,Fraud,Warehouse,2022-01-04,Medium,94369.18
1578,Business,0,Arusha,2578,Alcohol,248402.68,923.61,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2419), np.float64(36.8259))",0,13534.7,Fraud,Warehouse,2022-06-14,Medium,130752.87
1579,Individual,0,Kigali,2579,Clothing,133718.46,1334.11,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2759), np.float64(36.8829))",0,13642.75,Theft,Border,2022-08-02,Medium,64357.32
1580,Business,1,Arusha,2580,Electronics,128950.3,1830.85,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2496), np.float64(36.9081))",1,9291.16,Accident,Transit,2022-12-30,Medium,137007.06
1581,Business,1,Arusha,2581,Alcohol,81552.18,3565.27,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.1969), np.float64(36.8507))",1,1825.92,Fraud,Border,2022-03-19,Low,46671.98
1582,Individual,0,Kampala,2582,Electronics,139696.7,3919.86,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.291), np.float64(36.8713))",0,10808.88,Accident,Warehouse,2022-11-02,Medium,138958.02
1583,Individual,1,Kigali,2583,Alcohol,218442.28,4971.31,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2853), np.float64(36.8485))",0,15079.94,Fraud,Border,2022-12-02,Medium,129810.96
1584,Individual,1,Arusha,2584,Alcohol,384016.63,953.45,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2128), np.float64(36.8949))",0,5252.59,Accident,Transit,2022-01-12,High,440472.38
1585,Business,0,Kampala,2585,Electronics,330837.29,1505.9,Transporter B,Arusha-Nairobi,Malaba,"(np.float64(-1.22), np.float64(36.8246))",0,7904.81,Accident,Border,2022-12-23,High,241314.42
1586,Individual,0,Arusha,2586,Alcohol,231590.95,4429.44,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2461), np.float64(36.8395))",0,12429.71,Theft,Transit,2022-01-06,Medium,132933.91
1587,Individual,1,Kampala,2587,Clothing,370039.27,3884.32,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2043), np.float64(36.9017))",1,10351.41,Theft,Transit,2022-07-30,High,467411.69
1588,Business,1,Arusha,2588,Electronics,151620.96,4636.84,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2841), np.float64(36.8912))",0,8938.32,Accident,Border,2022-02-20,Medium,73645.46
1589,Individual,1,Kampala,2589,Electronics,202539.97,4408.12,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2348), np.float64(36.8486))",1,6547.42,Accident,Border,2022-10-16,Medium,92530.24
1590,Business,0,Nairobi,2590,Clothing,296609.81,1990.31,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2117), np.float64(36.9173))",0,16430.73,Accident,Warehouse,2022-11-22,Medium,53599.39
1591,Individual,1,Kigali,2591,Clothing,271709.75,4771.48,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2877), np.float64(36.8697))",0,356.53,Accident,Transit,2022-01-26,Medium,102390.99
1592,Business,1,Kampala,2592,Clothing,402382.11,4135.61,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2509), np.float64(36.9182))",1,10001.06,Fraud,Border,2022-08-05,High,431609.84
1593,Individual,0,Nairobi,2593,Electronics,152540.71,4547.46,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2386), np.float64(36.8639))",1,10268.53,Fraud,Border,2022-02-15,Medium,93162.41
1594,Business,1,Nairobi,2594,Clothing,438933.97,2888.32,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2859), np.float64(36.8503))",0,3073.75,Fraud,Border,2022-11-15,High,302107.84
1595,Individual,0,Arusha,2595,Alcohol,417074.73,3603.86,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2853), np.float64(36.8822))",1,14249.61,Accident,Transit,2022-09-12,High,264966.16
1596,Individual,1,Kampala,2596,Clothing,230004.32,4469.96,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2173), np.float64(36.8791))",1,18859.69,Accident,Border,2022-01-12,Medium,74124.18
1597,Business,1,Arusha,2597,Electronics,443228.14,2761.39,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2003), np.float64(36.8811))",0,933.49,Fraud,Transit,2022-10-20,High,232829.28
1598,Individual,1,Arusha,2598,Alcohol,335981.86,765.6,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2493), np.float64(36.8508))",0,8104.3,Accident,Transit,2022-01-13,High,411415.03
1599,Individual,1,Arusha,2599,Electronics,297734.58,3936.4,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2592), np.float64(36.8454))",0,234.68,Fraud,Warehouse,2022-06-25,Medium,102411.1
1600,Business,0,Arusha,2600,Electronics,314194.18,2675.14,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2158), np.float64(36.8397))",0,15744.38,Accident,Warehouse,2022-11-22,High,387315.99
1601,Business,0,Nairobi,2601,Machinery,281519.28,184.32,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2749), np.float64(36.83))",1,923.02,Fraud,Border,2022-07-06,Medium,91194.33
1602,Individual,1,Nairobi,2602,Alcohol,341353.08,4872.82,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2605), np.float64(36.857))",1,13874.48,Accident,Border,2022-12-10,High,431854.28
1603,Business,1,Kampala,2603,Clothing,245621.97,731.17,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2339), np.float64(36.8964))",1,5821.48,Fraud,Warehouse,2022-08-27,Medium,95581.88
1604,Individual,0,Nairobi,2604,Alcohol,254156.78,4760.9,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2347), np.float64(36.8794))",0,14919.9,Fraud,Transit,2022-11-26,Medium,125345.65
1605,Individual,1,Kampala,2605,Electronics,152631.25,4470.38,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.2025), np.float64(36.8586))",0,13032.12,Fraud,Border,2022-03-30,Medium,71431.09
1606,Business,0,Kigali,2606,Clothing,280382.08,2675.84,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.1979), np.float64(36.8385))",0,15955.38,Theft,Transit,2022-01-19,Medium,58644.87
1607,Business,1,Kigali,2607,Electronics,186756.36,195.35,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2881), np.float64(36.8894))",1,11446.79,Accident,Border,2022-05-13,Medium,71094.36
1608,Individual,1,Nairobi,2608,Electronics,210362.6,572.7,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2771), np.float64(36.8917))",0,2219.03,Fraud,Transit,2022-01-17,Medium,116537.23
1609,Business,0,Kigali,2609,Alcohol,96731.79,1691.48,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2351), np.float64(36.8435))",1,8790.14,Accident,Transit,2022-03-09,Low,35456.69
1610,Individual,1,Arusha,2610,Clothing,308052.54,2438.57,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2529), np.float64(36.8725))",1,14270.56,Theft,Transit,2022-06-28,High,298652.31
1611,Business,1,Nairobi,2611,Machinery,490586.58,4477.39,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2516), np.float64(36.9158))",1,9524.55,Accident,Transit,2022-05-14,High,347228.59
1612,Individual,0,Kigali,2612,Clothing,171555.17,1962.66,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2041), np.float64(36.8899))",0,1071.74,Accident,Border,2022-10-09,Medium,117782.4
1613,Individual,0,Kampala,2613,Alcohol,448622.87,4005.71,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2645), np.float64(36.8227))",0,4909.43,Accident,Warehouse,2022-11-28,High,353024.43
1614,Individual,1,Arusha,2614,Machinery,59029.23,234.68,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.1942), np.float64(36.9203))",1,4912.03,Accident,Transit,2022-04-16,Low,26003.69
1615,Individual,1,Kigali,2615,Alcohol,245768.1,2646.81,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2593), np.float64(36.9101))",1,12796.15,Theft,Transit,2022-09-04,Medium,67136.39
1616,Individual,1,Kigali,2616,Clothing,437399.89,628.14,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2377), np.float64(36.904))",1,12509.22,Accident,Warehouse,2022-11-25,High,328692.0
1617,Individual,1,Kampala,2617,Clothing,185960.6,4515.92,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.1981), np.float64(36.8544))",0,12890.37,Accident,Border,2022-08-29,Medium,96823.27
1618,Individual,1,Arusha,2618,Electronics,126206.45,2911.9,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2114), np.float64(36.8937))",1,6999.24,Theft,Transit,2022-07-19,Medium,114001.66
1619,Business,1,Kampala,2619,Electronics,346482.63,1145.09,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2263), np.float64(36.838))",0,9078.92,Theft,Warehouse,2022-03-03,High,197653.2
1620,Business,1,Kampala,2620,Alcohol,477341.03,2776.48,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.193), np.float64(36.8538))",0,15618.12,Fraud,Transit,2022-07-18,High,260677.34
1621,Business,1,Arusha,2621,Electronics,332736.55,3394.33,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2067), np.float64(36.8791))",1,14534.75,Fraud,Border,2022-06-20,High,302390.46
1622,Individual,1,Kampala,2622,Machinery,90638.39,1520.09,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2753), np.float64(36.8623))",0,9829.82,Theft,Border,2022-12-25,Low,27808.25
1623,Business,0,Arusha,2623,Electronics,387090.89,2237.85,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2891), np.float64(36.9078))",1,18119.32,Theft,Warehouse,2022-08-20,High,302576.51
1624,Business,0,Kigali,2624,Clothing,52670.78,431.9,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2803), np.float64(36.8226))",0,5628.4,Accident,Warehouse,2022-09-11,Low,19752.78
1625,Business,1,Nairobi,2625,Clothing,293838.37,3784.65,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2149), np.float64(36.848))",0,4456.8,Accident,Warehouse,2022-01-15,Medium,111287.14
1626,Business,0,Kigali,2626,Electronics,432105.66,2893.47,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.236), np.float64(36.836))",0,7303.17,Accident,Border,2022-01-16,High,357807.93
1627,Individual,1,Kampala,2627,Machinery,243390.58,4951.1,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.1961), np.float64(36.8647))",1,16391.85,Accident,Transit,2022-11-23,Medium,63311.26
1628,Individual,1,Kigali,2628,Clothing,148824.06,4656.91,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2566), np.float64(36.8694))",1,8352.12,Accident,Warehouse,2022-02-07,Medium,122247.04
1629,Business,0,Kigali,2629,Electronics,444624.37,3500.03,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2413), np.float64(36.9064))",0,4887.14,Accident,Transit,2022-04-04,High,325469.58
1630,Individual,1,Kigali,2630,Alcohol,119578.14,3358.47,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2144), np.float64(36.9144))",1,16503.55,Theft,Warehouse,2022-02-25,Medium,148132.77
1631,Individual,1,Arusha,2631,Electronics,229138.96,2398.3,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2553), np.float64(36.91))",1,5570.64,Theft,Border,2022-05-22,Medium,64119.66
1632,Individual,0,Kampala,2632,Alcohol,257227.5,1298.03,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2175), np.float64(36.8779))",1,12092.11,Accident,Warehouse,2022-02-20,Medium,114847.44
1633,Individual,1,Arusha,2633,Electronics,64160.52,2449.61,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2218), np.float64(36.8628))",0,3998.4,Theft,Border,2022-05-29,Low,21994.47
1634,Individual,1,Nairobi,2634,Alcohol,286293.83,761.54,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2033), np.float64(36.8397))",1,12206.18,Fraud,Border,2022-05-07,Medium,75868.77
1635,Business,1,Kampala,2635,Electronics,321391.59,4343.86,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2321), np.float64(36.9051))",1,18933.87,Accident,Transit,2022-11-04,High,242773.0
1636,Individual,1,Arusha,2636,Electronics,237073.14,3873.65,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.234), np.float64(36.8496))",1,11487.51,Fraud,Warehouse,2022-07-05,Medium,52836.64
1637,Business,0,Kampala,2637,Clothing,65797.29,3731.97,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.207), np.float64(36.8688))",1,19188.98,Theft,Transit,2022-08-16,Low,33286.6
1638,Individual,1,Kigali,2638,Machinery,99637.48,2899.43,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2829), np.float64(36.8814))",1,23.26,Accident,Border,2022-02-04,Low,49575.98
1639,Business,1,Arusha,2639,Clothing,226521.95,1465.83,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2428), np.float64(36.8915))",1,6622.65,Accident,Warehouse,2022-05-03,Medium,129792.61
1640,Business,1,Arusha,2640,Electronics,240805.1,4550.01,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2887), np.float64(36.8996))",0,5862.59,Accident,Warehouse,2022-07-12,Medium,132811.22
1641,Individual,1,Arusha,2641,Alcohol,461027.99,4865.9,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2379), np.float64(36.8423))",1,14443.6,Accident,Warehouse,2022-11-20,High,216503.55
1642,Business,1,Kigali,2642,Clothing,217616.05,767.7,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2906), np.float64(36.9184))",1,884.75,Accident,Transit,2022-10-24,Medium,63653.03
1643,Individual,0,Kampala,2643,Clothing,376007.68,1495.82,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2312), np.float64(36.8279))",1,8592.66,Fraud,Warehouse,2022-03-28,High,305106.55
1644,Business,1,Kampala,2644,Clothing,326914.0,3468.2,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2608), np.float64(36.9127))",0,748.54,Theft,Transit,2022-11-17,High,281730.13
1645,Business,1,Kigali,2645,Alcohol,67307.75,3556.69,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2399), np.float64(36.8556))",1,9234.74,Theft,Transit,2022-02-23,Low,18920.15
1646,Individual,1,Kampala,2646,Clothing,257066.86,2433.97,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2841), np.float64(36.8452))",1,9628.29,Fraud,Warehouse,2022-02-18,Medium,125316.07
1647,Business,1,Arusha,2647,Clothing,352645.52,1780.36,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.235), np.float64(36.8485))",1,6741.73,Theft,Transit,2023-01-01,High,345282.32
1648,Individual,1,Arusha,2648,Machinery,189440.25,3757.7,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2009), np.float64(36.868))",1,6074.8,Accident,Warehouse,2022-05-29,Medium,67699.92
1649,Business,1,Nairobi,2649,Alcohol,381210.77,2384.96,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2267), np.float64(36.8639))",1,6251.86,Fraud,Border,2022-06-25,High,349888.81
1650,Individual,1,Kampala,2650,Electronics,470692.78,3166.22,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2411), np.float64(36.8693))",1,18029.46,Fraud,Transit,2022-03-04,High,245232.24
1651,Business,1,Nairobi,2651,Machinery,171701.85,3355.21,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2183), np.float64(36.8675))",0,13012.62,Fraud,Border,2022-04-25,Medium,88445.51
1652,Business,1,Nairobi,2652,Alcohol,314457.83,2832.04,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2733), np.float64(36.8832))",0,10330.29,Fraud,Transit,2022-06-24,High,280336.77
